item_id,legislature,law_date,n_dates_resolved,discrimination,abs_discrimination,discrimination_median,ci_width,rhat,is_anchor,bill_title
Vote sur le sixième paragraphe du préambule,ANC,2014-01-10,1,-0.58872285701,0.58872285701,-0.58629827,0.46064109350000004,1.0009655494405167,FALSE,Vote sur le sixième paragraphe du préambule
Vote sur le titre amendé de la deuxième section du chapitre des instances constitutionnelles: L'instance de la communication audiovisuelle,ANC,2014-01-10,1,0.076496292473215,0.076496292473215,0.07685200549999999,0.61072116,1.000276961990315,FALSE,Vote sur le titre amendé de la deuxième section du chapitre des instances constitutionnelles: L'instance de la communication audiovisuelle
Vote sur le titre de la cinquième section du chapitre des instances constitutionnelles: L'instance de la bonne gouvernance et de la lutte contre la corruption,ANC,2014-01-10,1,-0.5583270664376,0.5583270664376,-0.58499384,0.7520137214999999,1.0026903430001541,FALSE,Vote sur le titre de la cinquième section du chapitre des instances constitutionnelles: L'instance de la bonne gouvernance et de la lutte contre la corruption
Vote sur le titre de la deuxième section du chapitre du pouvoir exécutif: Le gouvernement,ANC,2014-01-10,1,-0.6462582142475,0.6462582142475,-0.67815365,0.6497135614999999,1.0040485987393666,FALSE,Vote sur le titre de la deuxième section du chapitre du pouvoir exécutif: Le gouvernement
Vote sur le titre de la deuxième section du chapitre du pouvoir juridictionnel: La cour constitutionnelle,ANC,2014-01-10,1,-0.27126831755366,0.27126831755366,-0.29996553000000004,1.1458207284999997,1.006520651366471,FALSE,Vote sur le titre de la deuxième section du chapitre du pouvoir juridictionnel: La cour constitutionnelle
"Vote sur le titre de la deuxième sous-partie de la section de la justice judiciaire, administrative et financière: La justice judiciaire",ANC,2014-01-10,1,-0.29165920455269,0.29165920455269,-0.32627772,1.152732753,1.0015306751626143,FALSE,"Vote sur le titre de la deuxième sous-partie de la section de la justice judiciaire, administrative et financière: La justice judiciaire"
Vote sur le titre de la première section du chapitre des instances constitutionnelles: L'instance électorale,ANC,2014-01-10,1,-0.379605574955885,0.379605574955885,-0.391723865,0.8866109622,1.000089416626522,FALSE,Vote sur le titre de la première section du chapitre des instances constitutionnelles: L'instance électorale
Vote sur le titre de la première section du chapitre du pouvoir exécutif: La présidence de la république,ANC,2014-01-10,1,-0.26950748618052,0.26950748618052,-0.29563496499999997,1.168824174,1.001102777295381,FALSE,Vote sur le titre de la première section du chapitre du pouvoir exécutif: La présidence de la république
"Vote sur le titre de la première section du chapitre du pouvoir juridictionnel: La justice judiciaire, administrative et financière",ANC,2014-01-10,1,-0.29416695171321,0.29416695171321,-0.309890075,1.1423159585,1.0022467677948028,FALSE,"Vote sur le titre de la première section du chapitre du pouvoir juridictionnel: La justice judiciaire, administrative et financière"
"Vote sur le titre de la première sous-partie de la section de la justice judiciaire, administrative et financière: Le conseil supérieur de la magistrature",ANC,2014-01-10,1,-0.6434009179185,0.6434009179185,-0.6593487,0.560522868,1.0027551012947173,FALSE,"Vote sur le titre de la première sous-partie de la section de la justice judiciaire, administrative et financière: Le conseil supérieur de la magistrature"
"Vote sur le titre de la quatrième sous-partie de la section de la justice judiciaire, administrative et financière: La justice financière",ANC,2014-01-10,1,-0.28262906073546,0.28262906073546,-0.30877335,1.1389334674999998,1.0022231056446769,FALSE,"Vote sur le titre de la quatrième sous-partie de la section de la justice judiciaire, administrative et financière: La justice financière"
Vote sur le titre de la troisième section du chapitre des instances constitutionnelles: L'instance des droits de l'Homme,ANC,2014-01-10,1,-0.27730072066522,0.27730072066522,-0.301679575,1.1404024585,1.0014517635848637,FALSE,Vote sur le titre de la troisième section du chapitre des instances constitutionnelles: L'instance des droits de l'Homme
"Vote sur le titre de la troisième sous-partie de la section de la justice judiciaire, administrative et financière: La justice administrative",ANC,2014-01-10,1,-0.277926702371285,0.277926702371285,-0.301593915,1.1471386829999999,1.0020594163911645,FALSE,"Vote sur le titre de la troisième sous-partie de la section de la justice judiciaire, administrative et financière: La justice administrative"
Vote sur le titre du cinquième chapitre: Pouvoir juridictionnel,ANC,2014-01-10,1,-0.50648170214595,0.50648170214595,-0.522916105,0.750390396,1.001324781704406,FALSE,Vote sur le titre du cinquième chapitre: Pouvoir juridictionnel
Vote sur le titre du deuxième chapitre: Droits et libertés,ANC,2014-01-10,1,-0.5810061007671,0.5810061007671,-0.6079666349999999,0.7203819790000001,1.002378773326556,FALSE,Vote sur le titre du deuxième chapitre: Droits et libertés
Vote sur le titre du dixième chapitre: Dispositions transitoires,ANC,2014-01-10,1,-0.256330718826605,0.256330718826605,-0.27186451,1.1366167265,1.0011496759405976,FALSE,Vote sur le titre du dixième chapitre: Dispositions transitoires
Vote sur le titre du huitième chapitre: Révision de la constitution,ANC,2014-01-10,1,-0.27572342131997,0.27572342131997,-0.30545819500000004,1.2009967745,1.001217457791474,FALSE,Vote sur le titre du huitième chapitre: Révision de la constitution
Vote sur le titre du neuvième chapitre: Dispositions finales,ANC,2014-01-10,1,-0.2764318099358,0.2764318099358,-0.292943475,1.1440824215,1.00074627093344,FALSE,Vote sur le titre du neuvième chapitre: Dispositions finales
Vote sur le titre du premier chapitre: Dispositions générales,ANC,2014-01-10,1,-0.58832047255852,0.58832047255852,-0.618647505,0.7259649055,0.9996326150274252,FALSE,Vote sur le titre du premier chapitre: Dispositions générales
Vote sur le titre du quatrième chapitre: Pouvoir exécutif,ANC,2014-01-10,1,-0.28297376141876,0.28297376141876,-0.31974343000000005,1.1133771154999998,1.0007418034444793,FALSE,Vote sur le titre du quatrième chapitre: Pouvoir exécutif
Vote sur le titre du septième chapitre: Pouvoir Local,ANC,2014-01-10,1,-0.2865672694855515,0.2865672694855515,-0.313269975,1.096182527,1.001966204288192,FALSE,Vote sur le titre du septième chapitre: Pouvoir Local
Vote sur le titre du sixième chapitre: Instances Constitutionnelles,ANC,2014-01-10,1,-0.27733868619393,0.27733868619393,-0.300580705,1.1436319815,1.0005076604491068,FALSE,Vote sur le titre du sixième chapitre: Instances Constitutionnelles
Vote sur le titre du troisième chapitre: Pouvoir législatif,ANC,2014-01-10,1,-0.6464281278958,0.6464281278958,-0.684581015,0.67507603,1.0021429003462115,FALSE,Vote sur le titre du troisième chapitre: Pouvoir législatif
Vote sur le titre initial de la quatrième section du chapitre des instances constitutionnelles: L'instance duu développement durable et des droits des générations futures,ANC,2014-01-10,1,-0.43372756378111,0.43372756378111,-0.45569402999999997,0.9015383500499998,1.002839034078678,FALSE,Vote sur le titre initial de la quatrième section du chapitre des instances constitutionnelles: L'instance duu développement durable et des droits des générations futures
Vote sur le titre: Proposition de loi organique amendant et complétant certaines dispositions de la loi constituante N°6-2011 du 16 Décembre 2011 relative à l'organisation provisoire des pouvoirs publics,ANC,2014-01-10,1,-0.3662246764549,0.3662246764549,-0.36034022,0.4407055474999999,1.0019838380777761,FALSE,Vote sur le titre: Proposition de loi organique amendant et complétant certaines dispositions de la loi constituante N°6-2011 du 16 Décembre 2011 relative à l'organisation provisoire des pouvoirs publics
Vote sur le titre: Proposition de loi organique amendant et complétant les dispositions de l'article 19 de la loi constituante N°6-2011 du 16 Décembre 2011 relative à l'organisation provisoire des pouvoirs publics,ANC,2014-01-10,1,-0.3965323388425,0.3965323388425,-0.396626125,0.338599228,1.0008437573438846,FALSE,Vote sur le titre: Proposition de loi organique amendant et complétant les dispositions de l'article 19 de la loi constituante N°6-2011 du 16 Décembre 2011 relative à l'organisation provisoire des pouvoirs publics
Vote sur le titre: Proposition de loi organique amendant et complétant les dispositions de l'article 6 de la loi constituante N°6-2011 du 16 Décembre 2011 relative à l'organisation provisoire des pouvoirs publics,ANC,2014-01-10,1,-0.2947017025038,0.2947017025038,-0.29341901000000004,0.35442046299999996,1.000383333379956,FALSE,Vote sur le titre: Proposition de loi organique amendant et complétant les dispositions de l'article 6 de la loi constituante N°6-2011 du 16 Décembre 2011 relative à l'organisation provisoire des pouvoirs publics
Vote sur le troisième paragraphe du préambule,ANC,2014-01-10,1,-0.57196438462085,0.57196438462085,-0.578176545,0.6149370445,1.001279332522574,FALSE,Vote sur le troisième paragraphe du préambule
Vote sur un amendement consensuel de l'article 141: Suppression de l'article,ANC,2014-01-10,1,-0.0109386936942155,0.0109386936942155,-0.00681778155,0.519093437,1.0034543212201303,FALSE,Vote sur un amendement consensuel de l'article 141: Suppression de l'article
